Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
86,40,85,30,False,4,0,1/22/2026 12:27:46 PM,False,0,1,23,27,2447,,4,11,1/22/2026 1:08:33 PM,False,0,0,C9526B13,23,0,17,GF,40/85,1031,1031,Tern
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
2020,11.6,0,5,0.7,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2030,11.2,0,5,0.68,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2040,10.9,0,5,0.67,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2050,10.5,0,4,0.66,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2060,9.900001,0,4,0.64,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2070,9.7,0,4,0.64,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2080,9.5,0,4,0.63,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2090,8.900001,0,4,0.61,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2100,8.400001,0,4,0.59,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2110,8,0,4,0.58,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2120,7.6,0,4,0.57,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2130,7.5,0,4,0.56,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2140,7.1,0,4,0.56,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2150,6.7,0,4,0.54,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2160,6.1,0,4,0.52,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2170,5.9,0,4,0.51,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2180,5.8,0,4,0.51,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2190,5.6,0,4,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2200,5.6,0,3,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2210,5.5,0,3,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2220,5.3,0,3,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2230,5.2,0,3,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2240,5.2,0,3,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2250,5.6,0,2,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2260,5.5,0,2,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2270,5.4,0,2,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2280,5.2,0,2,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2290,5.1,0,2,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2300,5.1,0,2,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2310,5.1,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2320,5.3,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2330,5.2,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2340,5.3,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2350,5.3,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2360,5.3,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2370,5.4,0,1,0.5,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2380,5.1,0,1,0.49,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2390,4.7,0,1,0.48,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2400,3.7,0,1,0.44,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2410,2.9,0,1,0.42,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2420,2.1,0,1,0.39,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2430,1.6,0,1,0.38,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2440,1.2,0,1,0.36,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2450,0.7,0,1,0.35,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2460,0.6,0,0,0.34,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2470,0.5,0,0,0.35,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2480,0,0,0,0.33,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2490,0,0,0,0.33,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
2500,0,0,0,0.33,0.32,0,0,99,1,0,23,False,False,0,0,0,0,0,4.03,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
