Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
88,30,80,6553,False,1.5,0,10/31/2025 11:51:49 AM,False,0,1,97,53.6,6608,,1.4,70,10/31/2025 1:41:52 PM,False,0,1,B2F10222,97,2,14,GF,30/80,1021,1021,Petrel 3
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
1760,49.2,21,28,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,936,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1770,49.4,21,29,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,934,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1780,49.7,21,29,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,932,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1790,49.8,21,30,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,932,2152,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1800,50,21,31,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,932,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1810,49.8,21,30,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,930,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1820,49.8,21,31,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,930,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1830,49.8,21,31,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,930,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1840,49.7,21,31,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,928,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1850,49.4,21,32,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,928,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1860,49.3,21,33,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,926,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1870,49.2,21,32,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,926,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1880,49.1,21,33,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,924,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1890,48.9,21,33,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,924,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1900,48.7,21,33,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,924,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1910,48.5,21,33,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,922,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1920,48.2,24,34,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,922,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1930,48.2,24,34,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,920,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1940,48.2,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,920,2154,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1950,47.9,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,920,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1960,47.9,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,918,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1970,47.8,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.46,918,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1980,47.9,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,918,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1990,47.9,24,35,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,918,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2000,47.8,24,36,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,916,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2010,48,24,37,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,916,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2020,48.1,24,38,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,916,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2030,48,24,37,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2040,48.1,24,37,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2050,48.2,24,38,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2060,48.3,24,38,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2070,48.5,24,39,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2080,48.9,24,39,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2090,48.6,24,39,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2100,48.4,24,39,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,914,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2110,48.2,24,40,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,912,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2120,48,24,40,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,912,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2130,47.9,24,40,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,910,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2140,47.9,24,41,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,910,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2150,47.9,24,41,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,910,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2160,48.2,24,41,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,908,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2170,47.8,24,41,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,908,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2180,47.7,24,42,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,908,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2190,48,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,904,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2200,47.9,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,904,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2210,47.5,24,42,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,906,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2220,47.2,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,906,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2230,46.6,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,904,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2240,45.8,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,900,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2250,45.5,24,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,902,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2260,45,24,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,900,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2270,44.7,24,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,896,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2280,44.6,24,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,898,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2290,44.3,24,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,896,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2300,44.2,24,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,894,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2310,43.6,24,45,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,894,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2320,43.5,24,45,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,894,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2330,42.9,24,45,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,890,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2340,42.4,24,45,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,892,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2350,41.9,24,45,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,890,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2360,41.7,24,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,888,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2370,41.7,24,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,886,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2380,41.8,24,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,886,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2390,42,24,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,884,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2400,42.2,24,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.45,884,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2410,41.7,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,884,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2420,41.4,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,884,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2430,41.2,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,882,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2440,41,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,882,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2450,40.6,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,882,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2460,40.3,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,878,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2470,39.9,24,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,878,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2480,39.3,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,878,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2490,38.9,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,874,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2500,39,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,874,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2510,38.7,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,874,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2520,38.5,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,872,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2530,38,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,872,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2540,37.5,24,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,870,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2550,36.8,24,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,868,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2560,36.3,21,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,868,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2570,36.1,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,866,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2580,35.4,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,866,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2590,34.4,21,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,866,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2600,34.7,21,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,864,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2610,34.3,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,860,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2620,33.7,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,860,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2630,33.1,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,858,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2640,32.6,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,856,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2650,32.1,21,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,856,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2660,31.8,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,852,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2670,31.6,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,850,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2680,31,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,850,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2690,30.9,21,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,848,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2700,30.7,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,846,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2710,30.5,21,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,846,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2720,30.3,21,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,846,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2730,29.8,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,844,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2740,29.3,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,844,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2750,29.5,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,844,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2760,29.4,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,842,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2770,29.3,21,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,840,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2780,28.9,21,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,840,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2790,28.9,21,48,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,836,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2800,28.6,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,834,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2810,28.5,21,49,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,834,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2820,28.3,18,48,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,836,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2830,28.2,18,49,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,834,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2840,27.9,18,49,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,834,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2850,27.6,18,48,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,832,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2860,27.4,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,830,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2870,27.2,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,830,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2880,26.5,18,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,830,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2890,26.5,18,49,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,828,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2900,26.1,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,828,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2910,25.7,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,822,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2920,25.2,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,820,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2930,24.4,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,820,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2940,23.8,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,820,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2950,23.2,18,48,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,816,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2960,22.7,18,47,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,816,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2970,22.5,18,47,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,810,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2980,22.1,18,47,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,812,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2990,22,18,47,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,806,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3000,22,18,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,804,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3010,21.6,18,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,804,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3020,21.6,18,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,802,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3030,21.2,18,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,804,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3040,20.8,18,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,802,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3050,19.9,18,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,802,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3060,18.9,18,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,798,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3070,18.6,18,47,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,794,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3080,18.1,18,46,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,790,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3090,18.1,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,788,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3100,18.1,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,788,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3110,17.8,15,45,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,788,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3120,18.2,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3130,18.4,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3140,18.5,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3150,18.5,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3160,18.6,15,46,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3170,18.4,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3180,18.3,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,784,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3190,18,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,784,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3200,18,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,786,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3210,17.6,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,784,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3220,17.3,15,45,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,782,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3230,16.7,15,44,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,780,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3240,15.8,15,44,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,778,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3250,15.5,15,44,1.3,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.44,776,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3260,15.7,15,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,772,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3270,15.9,15,44,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,772,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3280,15.5,15,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,772,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3290,15.1,15,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,768,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3300,14.8,15,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.44,766,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3310,14.1,15,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,764,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3320,14.6,15,43,1.3,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,760,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3330,14.8,12,43,1.3,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,760,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3340,14.7,12,43,1.3,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,760,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
